Date,Open,High,Low,Close,Adj Close,Volume
2002-07-30 00:00:00.000000,39.05293331373574,39.124590801039815,38.943058013916016,38.943058013916016,38.943058013916016,6100
2002-07-31 00:00:00.000000,39.14843699604634,39.55449448999296,39.12455361940979,39.42551040649414,39.42551040649414,29400
2002-08-01 00:00:00.000000,39.43032325082879,39.659622820564095,39.43032325082879,39.65007019042969,39.65007019042969,25000
2002-08-02 00:00:00.000000,39.72651082686553,40.175557392908374,39.59274847553534,40.056129455566406,40.056129455566406,52800
2002-08-05 00:00:00.000000,40.14686854830097,40.33795384701154,40.05610221136744,40.23285675048828,40.23285675048828,61100
2002-08-06 00:00:00.000000,40.06564761864225,40.079978374346766,39.75513454800204,39.888893127441406,39.888893127441406,64900
2002-08-07 00:00:00.000000,39.936684682773866,40.19464935604477,39.82203493175898,39.98445510864258,39.98445510864258,40300
2002-08-08 00:00:00.000000,39.92713205546007,40.017894771215666,39.82203493175898,39.98445510864258,39.98445510864258,40900
2002-08-09 00:00:00.000000,40.12776809372363,40.548152923583984,40.12776809372363,40.548152923583984,40.548152923583984,35900
2002-08-12 00:00:00.000000,40.7487955847271,41.41758882114811,40.67235998933624,40.796566009521484,40.796566009521484,32100
2002-08-13 00:00:00.000000,40.97810984124786,41.307732086958346,40.782249935650384,41.29817581176758,41.29817581176758,75400
2002-08-14 00:00:00.000000,41.78066225794403,41.99085655921895,41.44148740930093,41.45581817626953,41.45581817626953,130000
2002-08-15 00:00:00.000000,41.26470786492128,41.322034542834544,41.01152141560607,41.09273147583008,41.09273147583008,87100
2002-08-16 00:00:00.000000,41.29337260354138,41.33158674377714,40.51947886055221,40.63412857055664,40.63412857055664,85000
2002-08-19 00:00:00.000000,40.629400275072435,40.767933524650374,40.46697632696823,40.75838088989258,40.75838088989258,47300
2002-08-20 00:00:00.000000,40.90166008683742,41.22172591825434,40.89210381579987,41.2121696472168,41.2121696472168,40800
2002-08-21 00:00:00.000000,40.930296163812635,41.13093399506801,40.906409145719124,40.99239730834961,40.99239730834961,40000
2002-08-22 00:00:00.000000,40.86820976948675,40.86820976948675,40.63412857055664,40.63412857055664,40.63412857055664,34400
2002-08-23 00:00:00.000000,40.701053272607716,41.05933720509424,40.701053272607716,41.03545379638672,41.03545379638672,20100
